user_id,segment_type
6313,Demographic
6820,Behavioral
6121,Firmographic
5317,Firmographic
5692,Customer data
7477,Demographic
4867,Behavioral
6868,Demographic
337,Firmographic
8826,Technographic
4585,Psychographic
6069,Customer data
4796,Customer data
1473,Firmographic
4419,Customer data
4131,Behavioral
5214,Psychographic
1123,Technographic
4101,Technographic
4009,Technographic
3524,Demographic
1647,Behavioral
8065,Customer data
8592,Demographic
1719,Customer data
459,Technographic
4354,Demographic
7339,Firmographic
1500,Behavioral
8649,Psychographic
350,Technographic
4317,Customer data
7186,Psychographic
9506,Demographic
5680,Firmographic
1940,Technographic
3475,Technographic
246,Psychographic
1481,Demographic
4408,Behavioral
5769,Demographic
4276,Demographic
8726,Customer data
3706,Psychographic
9807,Customer data
1889,Psychographic
5085,Firmographic
374,Firmographic
9024,Customer data
6323,Psychographic
6372,Firmographic
851,Psychographic
3864,Psychographic
1844,Technographic
867,Behavioral
2266,Customer data
251,Firmographic
9585,Firmographic
7595,Customer data
4886,Demographic
8611,Technographic
6320,Behavioral
4408,Behavioral
3609,Customer data
3829,Behavioral
4188,Psychographic
4266,Behavioral
6042,Demographic
5411,Behavioral
7144,Behavioral
8812,Psychographic
9288,Demographic
9398,Firmographic
2869,Demographic
1343,Behavioral
9953,Psychographic
1303,Psychographic
2638,Firmographic
2985,Psychographic
2981,Technographic
8310,Firmographic
7417,Behavioral
623,Behavioral
9801,Customer data
4235,Demographic
5054,Demographic
2642,Customer data
9159,Customer data
9219,Technographic
1716,Firmographic
2537,Demographic
6059,Firmographic
4250,Psychographic
3376,Behavioral
1042,Firmographic
9907,Demographic
3344,Behavioral
6476,Firmographic
4875,Firmographic
7782,Psychographic
163,Demographic
2502,Technographic
1539,Customer data
9468,Technographic
8593,Behavioral
4418,Customer data
4507,Demographic
532,Demographic
5251,Behavioral
3812,Psychographic
713,Demographic
3945,Technographic
7303,Customer data
5994,Customer data
3554,Firmographic
8535,Technographic
8976,Customer data
5926,Psychographic
2711,Demographic
6284,Firmographic
436,Behavioral
981,Demographic
6135,Firmographic
9872,Behavioral
9543,Psychographic
4890,Psychographic
3991,Customer data
1572,Demographic
2955,Customer data
1668,Customer data
609,Behavioral
9919,Customer data
5380,Demographic
7511,Demographic
1554,Behavioral
674,Customer data
5480,Behavioral
9807,Psychographic
4036,Technographic
7037,Firmographic
2471,Technographic
9493,Demographic
763,Psychographic
2477,Customer data
4403,Firmographic
8277,Behavioral
6227,Technographic
9713,Technographic
3823,Demographic
9558,Customer data
7850,Behavioral
7268,Psychographic
5900,Demographic
3267,Technographic
1571,Technographic
207,Technographic
9580,Demographic
9064,Psychographic
1645,Firmographic
1236,Firmographic
7875,Firmographic
8912,Behavioral
8408,Demographic
7840,Customer data
8815,Demographic
9740,Demographic
3898,Psychographic
2285,Demographic
2899,Firmographic
7125,Customer data
5105,Demographic
36,Technographic
7121,Psychographic
3388,Demographic
8717,Customer data
16,Firmographic
106,Technographic
2622,Psychographic
7243,Firmographic
8204,Technographic
5280,Demographic
3990,Customer data
6358,Demographic
8383,Demographic
342,Psychographic
9140,Customer data
4171,Firmographic
8131,Demographic
3359,Psychographic
6561,Psychographic
5646,Psychographic
3901,Demographic
9184,Behavioral
8804,Technographic
3398,Demographic
6947,Technographic
6245,Demographic
5639,Firmographic
9429,Customer data
4031,Technographic
7987,Behavioral
5228,Firmographic
8995,Behavioral
4813,Behavioral
2939,Technographic
259,Customer data
2091,Demographic
6232,Demographic
5919,Technographic
9456,Firmographic
8047,Firmographic
9730,Firmographic
5550,Firmographic
3008,Technographic
5072,Behavioral
9924,Behavioral
1434,Customer data
1247,Psychographic
5377,Technographic
8987,Demographic
5816,Technographic
9075,Firmographic
1316,Technographic
3697,Firmographic
8986,Behavioral
644,Psychographic
7773,Firmographic
3958,Technographic
7608,Behavioral
6669,Firmographic
913,Demographic
674,Behavioral
8633,Psychographic
4153,Psychographic
8469,Behavioral
7507,Demographic
3846,Technographic
2867,Customer data
5911,Behavioral
2769,Firmographic
9155,Behavioral
3464,Technographic
1432,Behavioral
5158,Firmographic
30,Customer data
4220,Customer data
1451,Behavioral
9252,Technographic
3940,Behavioral
3951,Technographic
5492,Demographic
4472,Customer data
4326,Psychographic
3987,Firmographic
3604,Demographic
1046,Behavioral
3428,Psychographic
3065,Behavioral
2653,Customer data
5472,Behavioral
4270,Psychographic
9562,Behavioral
616,Technographic
9375,Technographic
5595,Firmographic
4979,Psychographic
2181,Customer data
9850,Psychographic
1791,Demographic
8275,Technographic
1175,Demographic
1868,Behavioral
8684,Behavioral
7217,Demographic
7836,Behavioral
6118,Firmographic
4606,Technographic
4687,Psychographic
193,Technographic
1782,Firmographic
3262,Demographic
6325,Psychographic
5009,Technographic
3552,Demographic
2357,Psychographic
7646,Psychographic
2950,Customer data
3447,Demographic
4952,Demographic
9876,Demographic
7468,Customer data
2603,Psychographic
4690,Demographic
2810,Technographic
1764,Behavioral
4276,Technographic
588,Psychographic
2491,Demographic
7795,Demographic
8676,Demographic
7477,Psychographic
8613,Psychographic
1279,Firmographic
8151,Demographic
3017,Firmographic
7833,Psychographic
6452,Behavioral
6720,Customer data
1329,Customer data
8186,Demographic
6303,Firmographic
9784,Demographic
2554,Firmographic
6207,Behavioral
1635,Customer data
5961,Technographic
5050,Technographic
2639,Firmographic
4754,Firmographic
9448,Demographic
4656,Customer data
1774,Behavioral
5395,Customer data
1793,Behavioral
8646,Technographic
3286,Firmographic
2574,Customer data
6008,Firmographic
1625,Psychographic
1080,Psychographic
1660,Psychographic
7259,Customer data
7419,Technographic
7114,Psychographic
8057,Behavioral
1199,Technographic
9762,Psychographic
3812,Behavioral
5916,Behavioral
8909,Technographic
14,Psychographic
8792,Demographic
1036,Behavioral
3840,Psychographic
2540,Behavioral
7820,Demographic
2893,Psychographic
2326,Customer data
5764,Firmographic
9591,Technographic
5023,Psychographic
1515,Technographic
9506,Demographic
8262,Technographic
1379,Firmographic
5994,Firmographic
8553,Firmographic
7856,Firmographic
776,Psychographic
7884,Behavioral
4050,Technographic
4522,Technographic
1610,Demographic
4574,Customer data
1562,Firmographic
4466,Behavioral
9201,Psychographic
7399,Technographic
2732,Behavioral
8267,Customer data
624,Firmographic
2047,Customer data
7185,Psychographic
842,Demographic
9355,Customer data
37,Customer data
9922,Customer data
3953,Demographic
3140,Demographic
2709,Technographic
7257,Behavioral
4720,Demographic
856,Customer data
1079,Technographic
705,Psychographic
6928,Firmographic
8602,Customer data
2320,Psychographic
8729,Demographic
9784,Behavioral
6039,Technographic
6772,Psychographic
5787,Demographic
5752,Technographic
5100,Customer data
5036,Customer data
3606,Technographic
7729,Behavioral
9698,Firmographic
6547,Technographic
558,Firmographic
999,Behavioral
1469,Behavioral
9548,Psychographic
1956,Customer data
8624,Technographic
6196,Customer data
1749,Firmographic
1388,Behavioral
399,Demographic
7315,Firmographic
3771,Demographic
3098,Demographic
567,Behavioral
3329,Psychographic
1592,Behavioral
6297,Demographic
3376,Demographic
4185,Customer data
6454,Demographic
8065,Technographic
9062,Demographic
6265,Firmographic
5893,Firmographic
9152,Firmographic
506,Technographic
7507,Customer data
2005,Psychographic
4768,Customer data
6421,Demographic
9547,Demographic
6873,Customer data
6038,Demographic
2086,Firmographic
7132,Firmographic
1245,Psychographic
7619,Demographic
1824,Technographic
346,Firmographic
7341,Psychographic
4897,Firmographic
4677,Behavioral
6169,Firmographic
1040,Behavioral
7698,Customer data
685,Demographic
8583,Psychographic
7645,Psychographic
8382,Firmographic
856,Demographic
4009,Customer data
7600,Behavioral
9158,Demographic
7817,Behavioral
4190,Psychographic
3858,Behavioral
3214,Psychographic
5141,Demographic
9618,Demographic
4024,Demographic
446,Psychographic
6371,Technographic
9913,Demographic
9635,Technographic
5118,Customer data
2840,Firmographic
8727,Demographic
6629,Psychographic
7748,Customer data
6165,Customer data
9930,Customer data
6672,Behavioral
6901,Behavioral
3553,Customer data
8527,Customer data
4960,Demographic
2981,Psychographic
4842,Firmographic
4188,Customer data
8114,Customer data
7118,Behavioral
5222,Customer data
5476,Customer data
6227,Demographic
4404,Technographic
1311,Behavioral
5039,Customer data
1100,Psychographic
6965,Customer data
8863,Demographic
3722,Technographic
1865,Firmographic
6040,Customer data
5785,Technographic
1793,Firmographic
6000,Demographic
786,Demographic
3136,Demographic
1077,Firmographic
1679,Psychographic
4733,Behavioral
9556,Demographic
3811,Demographic
3732,Technographic
9016,Customer data
1837,Behavioral
8862,Customer data
6885,Psychographic
1859,Psychographic
1127,Demographic
5244,Psychographic
1132,Psychographic
2481,Firmographic
9934,Technographic
6891,Behavioral
8473,Technographic
177,Firmographic
7832,Technographic
2742,Behavioral
3344,Psychographic
3188,Firmographic
8300,Technographic
7755,Firmographic
1001,Customer data
2115,Technographic
9656,Behavioral
8288,Customer data
8005,Psychographic
8223,Psychographic
3463,Behavioral
5151,Technographic
8153,Customer data
9229,Psychographic
118,Psychographic
9760,Customer data
4084,Technographic
9220,Firmographic
5928,Psychographic
6931,Psychographic
4054,Customer data
8289,Psychographic
7687,Customer data
2601,Customer data
2929,Technographic
151,Customer data
582,Behavioral
3273,Demographic
90,Psychographic
4213,Psychographic
2865,Firmographic
9531,Customer data
2455,Psychographic
5637,Technographic
520,Demographic
6456,Customer data
5666,Psychographic
6982,Behavioral
1039,Technographic
1444,Customer data
7150,Technographic
6505,Psychographic
833,Technographic
851,Customer data
4923,Psychographic
2662,Customer data
2402,Psychographic
8714,Firmographic
2655,Firmographic
3135,Psychographic
887,Psychographic
2187,Technographic
7372,Behavioral
8051,Technographic
1365,Firmographic
1355,Technographic
545,Behavioral
7093,Psychographic
7049,Psychographic
2589,Firmographic
7094,Demographic
4061,Technographic
2746,Demographic
2500,Demographic
918,Customer data
8290,Behavioral
3819,Firmographic
8996,Psychographic
1279,Firmographic
1423,Firmographic
5307,Demographic
3252,Customer data
1975,Customer data
274,Psychographic
1688,Behavioral
9379,Demographic
1350,Demographic
701,Demographic
8495,Psychographic
5692,Behavioral
4255,Demographic
4956,Firmographic
3807,Psychographic
9725,Technographic
3155,Firmographic
6652,Customer data
9528,Customer data
5994,Firmographic
3758,Behavioral
4813,Customer data
9078,Technographic
9105,Firmographic
2223,Technographic
4313,Behavioral
5423,Behavioral
967,Firmographic
5575,Psychographic
7170,Behavioral
1294,Technographic
8890,Demographic
3381,Technographic
3243,Customer data
3153,Behavioral
583,Behavioral
2228,Demographic
909,Demographic
6493,Customer data
2176,Psychographic
849,Customer data
9728,Behavioral
7229,Customer data
1256,Technographic
7816,Technographic
4465,Firmographic
6284,Demographic
8229,Technographic
7047,Behavioral
9124,Psychographic
8224,Behavioral
6335,Customer data
2503,Firmographic
6260,Psychographic
1296,Psychographic
8278,Technographic
1927,Customer data
3874,Technographic
398,Technographic
28,Behavioral
270,Demographic
673,Firmographic
2602,Behavioral
7775,Behavioral
9550,Psychographic
2053,Technographic
9862,Psychographic
3567,Behavioral
5178,Customer data
9518,Customer data
2001,Behavioral
5137,Psychographic
5832,Firmographic
7662,Customer data
2089,Technographic
2915,Customer data
5453,Firmographic
1243,Technographic
4158,Behavioral
7064,Firmographic
5058,Firmographic
8211,Psychographic
9095,Behavioral
3896,Technographic
1488,Behavioral
1476,Psychographic
8099,Firmographic
8079,Behavioral
9510,Technographic
6433,Behavioral
6142,Demographic
7647,Psychographic
9078,Psychographic
9610,Psychographic
8945,Behavioral
4484,Technographic
9835,Demographic
6440,Behavioral
9012,Demographic
4892,Behavioral
4885,Customer data
918,Demographic
9609,Behavioral
4310,Technographic
4607,Behavioral
7341,Demographic
8366,Behavioral
7347,Firmographic
8583,Technographic
8303,Psychographic
5265,Demographic
7537,Firmographic
4786,Technographic
108,Customer data
4384,Firmographic
765,Psychographic
6119,Customer data
5874,Demographic
5623,Technographic
3396,Psychographic
7575,Psychographic
2171,Firmographic
9131,Psychographic
7448,Customer data
136,Psychographic
8601,Firmographic
7931,Technographic
2215,Customer data
5473,Demographic
2042,Psychographic
826,Technographic
5966,Demographic
6395,Customer data
